"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"IMMZD18","IMMZD18.recommendedFollowUpDate","IMMZD18.recommendedFollowUpDate","","","",0,1,"","","","date {[]} {[]}
","Recommended follow-up date","Date when follow-up is recommended based on vaccination schedule","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE186
http://loinc.org#39289-4 (Code LongName: Follow-up (referred to) provider/specialist, appointment date CPHS)http://snomed.info/sct#410671006 (Date (attribute))",,,,"IMMZD18.recommendedFollowUpDate",0,1,"",""
"IMMZD2","IMMZD2","IMMZD2","","","",0,*,"","","","null {[]} {[]}
","IMMZ.D2.Determine required vaccination(s)","Data elements for the IMMZ.D2.Determine required vaccination(s) Data Dictionary Activity.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"IMMZD2","IMMZD2.patient","IMMZD2.patient","","","",1,1,"","","","Reference {[]} {[]}
","Patient","The patient.","","","","","","","","","",,,,,"",,,,"IMMZD2.patient",1,1,"",""
"IMMZD2","IMMZD2.immunizationRecommendationStatus","IMMZD2.immunizationRecommendationStatus","","","",1,1,"","","","Coding {[]} {[]}
","Immunization recommendation status","The current status or recommendation for a specific immunization for an client","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE156","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE156
",,,,"IMMZD2.immunizationRecommendationStatus",1,1,"",""
"IMMZD20","IMMZD20","IMMZD20","","","",0,*,"","","","null {[]} {[]}
","IMMZ.D20.Does client require a verifiable digital certificate","Data elements for the IMMZ.D20.Does client require a verifiable digital certificate Data Dictionary Activity.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"IMMZD20","IMMZD20.patient","IMMZD20.patient","","","",1,1,"","","","Reference {[]} {[]}
","Patient","The patient.","","","","","","","","","",,,,,"",,,,"IMMZD20.patient",1,1,"",""
"IMMZD20","IMMZD20.digitalCertificateNeeded","IMMZD20.digitalCertificateNeeded","","","",1,1,"","","","boolean {[]} {[]}
","Digital certificate needed","Indicates if a digital certificate is required","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE150
",,,,"IMMZD20.digitalCertificateNeeded",1,1,"",""
"IMMZD21","IMMZD21","IMMZD21","","","",0,*,"","","","null {[]} {[]}
","IMMZ.D21.Generate verifiable digital certificate","Data elements for the IMMZ.D21.Generate verifiable digital certificate Data Dictionary Activity.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"IMMZD21","IMMZD21.patient","IMMZD21.patient","","","",1,1,"","","","Reference {[]} {[]}
","Patient","The patient.","","","","","","","","","",,,,,"",,,,"IMMZD21.patient",1,1,"",""
"IMMZD21","IMMZD21.certificateIssuer","IMMZD21.certificateIssuer","","","",1,1,"","","","string {[]} {[]}
","Certificate issuer","The authority or authorized organization that issued the vaccination certificate","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE151
",,,,"IMMZD21.certificateIssuer",1,1,"",""
"IMMZD21","IMMZD21.healthCertificateIdentifier","IMMZD21.healthCertificateIdentifier","","","",1,1,"","","","string {[]} {[]}
","Health Certificate Identifier (HCID)","Unique identifier used to associate the immunization event represented in a paper vaccination card to its digital representation(s)","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE152
",,,,"IMMZD21.healthCertificateIdentifier",1,1,"",""
"IMMZD21","IMMZD21.certificateValidFrom","IMMZD21.certificateValidFrom","","","",1,1,"","","","dateTime {[]} {[]}
","Certificate valid from","Date in which the certificate for an immunization event became valid.  No health or clinical inferences should be made from this date","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE153
",,,,"IMMZD21.certificateValidFrom",1,1,"",""
"IMMZD21","IMMZD21.certificateValidUntil","IMMZD21.certificateValidUntil","","","",1,1,"","","","dateTime {[]} {[]}
","Certificate valid until","Last date in which the certificate for an immunization event is valid. No health or clinical inferences should be made from this date","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE154
",,,,"IMMZD21.certificateValidUntil",1,1,"",""
"IMMZD21","IMMZD21.certificateSchemaVersion","IMMZD21.certificateSchemaVersion","","","",1,1,"","","","string {[]} {[]}
","Certificate schema version","Version of the core data set and HL7 Fast Health Interoperability Resources (FHIR) implementation guide that the certificate is using","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE155
",,,,"IMMZD21.certificateSchemaVersion",1,1,"",""
"IMMZD5","IMMZD5","IMMZD5","","","",0,*,"","","","null {[]} {[]}
","IMMZ.D5.Determine vaccine(s) to be administered based on contraindications","Data elements for the IMMZ.D5.Determine vaccine(s) to be administered based on contraindications Data Dictionary Activity.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"IMMZD5","IMMZD5.patient","IMMZD5.patient","","","",1,1,"","","","Reference {[]} {[]}
","Patient","The patient.","","","","","","","","","",,,,,"",,,,"IMMZD5.patient",1,1,"",""
"IMMZD5","IMMZD5.potentialContraindications","IMMZD5.potentialContraindications","","","",1,*,"","","","Coding {[]} {[]}
","Potential contraindications","Specific situations or medical conditions for which it is advised or recommended to avoid or delay administering a particular vaccine","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE161","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE161
",,,,"IMMZD5.potentialContraindications",1,*,"",""
"IMMZD7","IMMZD7","IMMZD7","","","",0,*,"","","","null {[]} {[]}
","IMMZ.D7.Counsel client","Data elements for the IMMZ.D7.Counsel client Data Dictionary Activity.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"IMMZD7","IMMZD7.patient","IMMZD7.patient","","","",1,1,"","","","Reference {[]} {[]}
","Patient","The patient.","","","","","","","","","",,,,,"",,,,"IMMZD7.patient",1,1,"",""
"IMMZD7","IMMZD7.clientEducationAndCounsellingOnImmunization","IMMZD7.clientEducationAndCounsellingOnImmunization","","","",0,1,"","","","Coding {[]} {[]}
","Client education and counselling on immunization","Providing information, guidance and support to client or caretakers (such as parents or legal guardians) regarding immunization practices","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE86","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE86
http://id.who.int/icd/release/11/mms#QA1Y (Contact with health services for other specified counselling)",,,,"IMMZD7.clientEducationAndCounsellingOnImmunization",0,1,"",""
"IMMZDueDateOfNextDose","Extension","Extension","","","",0,*,"","","","null {[]} {[]}
","Immunization Due Date of Next Dose","The service delivery location (location name, city, municipality, town or village) where the vaccine administration occurred","","","","","","","","","",,,,,"",,,,"Extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IMMZDueDateOfNextDose","Extension.id","Extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"IMMZDueDateOfNextDose","Extension.extension","Extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IMMZDueDateOfNextDose","Extension.url","Extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://smart.who.int/immunizations/StructureDefinition/IMMZDueDateOfNextDose""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"IMMZDueDateOfNextDose","Extension.value[x]","Extension.value[x]","","","",0,1,"","","","date {[]} {[]}
","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IMMZLiveVaccine","Extension","Extension","","","",0,*,"","","","null {[]} {[]}
","Immunization Live Vaccine","Uses a living but weakened version of the virus or one that is very similar","","","","","","","","","",,,,,"",,,,"Extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IMMZLiveVaccine","Extension.id","Extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"IMMZLiveVaccine","Extension.extension","Extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IMMZLiveVaccine","Extension.url","Extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://smart.who.int/immunizations/StructureDefinition/IMMZLiveVaccine""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"IMMZLiveVaccine","Extension.value[x]","Extension.value[x]","","","",0,1,"","","","boolean {[]} {[]}
","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IMMZMarketAuthorization","Extension","Extension","","","",0,*,"","","","null {[]} {[]}
","Immunization Market Authorization Holder","Name of the market authorization holder of the vaccine received. If market authorization holder is unknown, vaccine manufacturer is REQUIRED","","","","","","","","","",,,,,"",,,,"Extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IMMZMarketAuthorization","Extension.id","Extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"IMMZMarketAuthorization","Extension.extension","Extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IMMZMarketAuthorization","Extension.url","Extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://smart.who.int/immunizations/StructureDefinition/IMMZMarketAuthorization""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"IMMZMarketAuthorization","Extension.value[x]","Extension.value[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,"example","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE25","",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IMMZOtherMedicalEvent","Extension","Extension","","","",0,*,"","","","null {[]} {[]}
","Immunization Other Important Medical Event","There was another important reaction or medical event ","","","","","","","","","",,,,,"",,,,"Extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IMMZOtherMedicalEvent","Extension.id","Extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"IMMZOtherMedicalEvent","Extension.extension","Extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IMMZOtherMedicalEvent","Extension.url","Extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://smart.who.int/immunizations/StructureDefinition/IMMZOtherMedicalEvent""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"IMMZOtherMedicalEvent","Extension.value[x]","Extension.value[x]","","","",0,1,"","","","string {[]} {[]}
","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IMMZTypeOfDose","Extension","Extension","","","",0,*,"","","","null {[]} {[]}
","Immunization Type of Dose","The type of dose in a series that the client received","","","","","","","","","",,,,,"",,,,"Extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IMMZTypeOfDose","Extension.id","Extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
